1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518885.311424 2022-08-03 11:28:05,311 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3788 result_start
1659518885.311722 2022-08-03 11:28:05,311 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3788 result_retrieved
1659518885.311845 2022-08-03 11:28:05,311 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3788 start 1659518863.3003488
1659518885.311942 2022-08-03 11:28:05,311 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3788 end 1659518863.3003492
1659518885.312055 2022-08-03 11:28:05,312 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3788 0
1659518885.312135 2022-08-03 11:28:05,312 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3788 e8ab2f3f-0a6e-4951-92e6-b51d8a882465
1659518885.406576 2022-08-03 11:28:05,406 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "42fe721b-c55e-456d-ac7a-95de4d1eba...83", "exception": null}' [197 bytes]
1659518885.408340 2022-08-03 11:28:05,408 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3789 result_start
1659518885.408480 2022-08-03 11:28:05,408 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3789 result_retrieved
1659518885.408539 2022-08-03 11:28:05,408 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3789 start 1659518863.403743
1659518885.408584 2022-08-03 11:28:05,408 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3789 end 1659518863.4037437
1659518885.408621 2022-08-03 11:28:05,408 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3789 0
1659518885.408657 2022-08-03 11:28:05,408 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3789 42fe721b-c55e-456d-ac7a-95de4d1ebafe
1659518885.511414 2022-08-03 11:28:05,511 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "765001c2-c592-4240-a22a-bab1c5abe6...56", "exception": null}' [197 bytes]
1659518885.512717 2022-08-03 11:28:05,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3790 result_start
1659518885.512953 2022-08-03 11:28:05,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3790 result_retrieved
1659518885.513126 2022-08-03 11:28:05,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3790 start 1659518863.5176253
1659518885.513283 2022-08-03 11:28:05,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3790 end 1659518863.5176258
1659518885.513379 2022-08-03 11:28:05,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3790 0
1659518885.513466 2022-08-03 11:28:05,513 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3790 765001c2-c592-4240-a22a-bab1c5abe6a3
1659518885.614600 2022-08-03 11:28:05,614 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "002d1bd1-b75f-41e3-8a88-0d1edf0782...56", "exception": null}' [197 bytes]
1659518885.615740 2022-08-03 11:28:05,615 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3791 result_start
1659518885.615969 2022-08-03 11:28:05,615 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3791 result_retrieved
1659518885.616087 2022-08-03 11:28:05,616 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3791 start 1659518863.631083
1659518885.616184 2022-08-03 11:28:05,616 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3791 end 1659518863.6310835
1659518885.616264 2022-08-03 11:28:05,616 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3791 0
1659518885.616341 2022-08-03 11:28:05,616 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3791 002d1bd1-b75f-41e3-8a88-0d1edf07823e
1659518885.726929 2022-08-03 11:28:05,726 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "0f26dd1d-1d35-40b9-9cbf-9d3e24be99...07", "exception": null}' [196 bytes]
1659518885.728515 2022-08-03 11:28:05,728 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3792 result_start
1659518885.728742 2022-08-03 11:28:05,728 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3792 result_retrieved
1659518885.728854 2022-08-03 11:28:05,728 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3792 start 1659518863.7348468
1659518885.728945 2022-08-03 11:28:05,728 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3792 end 1659518863.7348475
1659518885.729024 2022-08-03 11:28:05,729 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3792 0
1659518885.729145 2022-08-03 11:28:05,729 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3792 0f26dd1d-1d35-40b9-9cbf-9d3e24be9964
1659518885.869184 2022-08-03 11:28:05,869 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "dded2d5c-161d-4994-aba6-64d3977edb...44", "exception": null}' [197 bytes]
1659518885.870623 2022-08-03 11:28:05,870 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3793 result_start
1659518885.870911 2022-08-03 11:28:05,870 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3793 result_retrieved
1659518885.871134 2022-08-03 11:28:05,871 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3793 start 1659518863.8407626
1659518885.871405 2022-08-03 11:28:05,871 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3793 end 1659518863.840763
1659518885.871528 2022-08-03 11:28:05,871 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3793 0
1659518885.871617 2022-08-03 11:28:05,871 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3793 dded2d5c-161d-4994-aba6-64d3977edb7d
1659518885.958110 2022-08-03 11:28:05,958 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "380ce64c-7d94-4f42-8a90-94dd76fc03...68", "exception": null}' [197 bytes]
1659518885.959791 2022-08-03 11:28:05,959 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3794 result_start
1659518885.959948 2022-08-03 11:28:05,959 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3794 result_retrieved
1659518885.960019 2022-08-03 11:28:05,960 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3794 start 1659518863.950378
1659518885.960076 2022-08-03 11:28:05,960 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3794 end 1659518863.9503787
1659518885.960123 2022-08-03 11:28:05,960 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3794 0
1659518885.960167 2022-08-03 11:28:05,960 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3794 380ce64c-7d94-4f42-8a90-94dd76fc030d
1659518886.079994 2022-08-03 11:28:06,079 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "08c18cce-c9d9-4df3-bd53-386705ec79...78", "exception": null}' [197 bytes]
1659518886.081680 2022-08-03 11:28:06,081 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3795 result_start
1659518886.081920 2022-08-03 11:28:06,081 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3795 result_retrieved
1659518886.082102 2022-08-03 11:28:06,082 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3795 start 1659518864.053001
1659518886.082272 2022-08-03 11:28:06,082 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3795 end 1659518864.0530014
1659518886.082409 2022-08-03 11:28:06,082 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3795 0
1659518886.082572 2022-08-03 11:28:06,082 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3795 08c18cce-c9d9-4df3-bd53-386705ec79f9
1659518886.172027 2022-08-03 11:28:06,172 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "ff639af7-03d3-4364-bf67-31c83c2d87...28", "exception": null}' [196 bytes]
1659518886.173178 2022-08-03 11:28:06,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3796 result_start
1659518886.173426 2022-08-03 11:28:06,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3796 result_retrieved
1659518886.173548 2022-08-03 11:28:06,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3796 start 1659518864.1753173
1659518886.173640 2022-08-03 11:28:06,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3796 end 1659518864.1753175
1659518886.173718 2022-08-03 11:28:06,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3796 0
1659518886.173793 2022-08-03 11:28:06,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3796 ff639af7-03d3-4364-bf67-31c83c2d87a3
1659518886.281737 2022-08-03 11:28:06,281 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "85d5d634-cec1-4c2e-9774-83c4ced294...92", "exception": null}' [197 bytes]
1659518886.282742 2022-08-03 11:28:06,282 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3797 result_start
1659518886.282923 2022-08-03 11:28:06,282 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3797 result_retrieved
1659518886.283028 2022-08-03 11:28:06,283 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3797 start 1659518864.2736678
1659518886.283091 2022-08-03 11:28:06,283 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3797 end 1659518864.2736685
1659518886.283161 2022-08-03 11:28:06,283 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3797 0
1659518886.283225 2022-08-03 11:28:06,283 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3797 85d5d634-cec1-4c2e-9774-83c4ced29473
1659518886.405394 2022-08-03 11:28:06,405 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "364ac556-a3b0-4593-94cc-3ab5409364...14", "exception": null}' [196 bytes]
1659518886.406911 2022-08-03 11:28:06,406 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3798 result_start
1659518886.407198 2022-08-03 11:28:06,407 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3798 result_retrieved
1659518886.407405 2022-08-03 11:28:06,407 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3798 start 1659518864.3880568
1659518886.407588 2022-08-03 11:28:06,407 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3798 end 1659518864.3880572
1659518886.407731 2022-08-03 11:28:06,407 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3798 0
1659518886.407858 2022-08-03 11:28:06,407 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3798 364ac556-a3b0-4593-94cc-3ab5409364a1
1659518886.513524 2022-08-03 11:28:06,513 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "4cdb55d2-4fa2-4928-953c-01a0579d13...58", "exception": null}' [197 bytes]
1659518886.514996 2022-08-03 11:28:06,514 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3799 result_start
1659518886.515281 2022-08-03 11:28:06,515 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3799 result_retrieved
1659518886.515538 2022-08-03 11:28:06,515 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3799 start 1659518864.4917595
1659518886.515651 2022-08-03 11:28:06,515 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3799 end 1659518864.4917605
1659518886.515736 2022-08-03 11:28:06,515 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3799 0
1659518886.515816 2022-08-03 11:28:06,515 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3799 4cdb55d2-4fa2-4928-953c-01a0579d132b
1659518886.639139 2022-08-03 11:28:06,639 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "f36113c5-4132-4621-9060-129b92b039...48", "exception": null}' [197 bytes]
1659518886.640411 2022-08-03 11:28:06,640 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3800 result_start
1659518886.640601 2022-08-03 11:28:06,640 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3800 result_retrieved
1659518886.640696 2022-08-03 11:28:06,640 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3800 start 1659518864.6061492
1659518886.640742 2022-08-03 11:28:06,640 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3800 end 1659518864.6061497
1659518886.640792 2022-08-03 11:28:06,640 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3800 0
1659518886.640824 2022-08-03 11:28:06,640 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3800 f36113c5-4132-4621-9060-129b92b03983
1659518886.759027 2022-08-03 11:28:06,759 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "8664afe7-3bea-4139-9c52-6e742e29f8...47", "exception": null}' [197 bytes]
1659518886.760603 2022-08-03 11:28:06,760 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3801 result_start
1659518886.760872 2022-08-03 11:28:06,760 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3801 result_retrieved
1659518886.760995 2022-08-03 11:28:06,760 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3801 start 1659518864.7103279
1659518886.761091 2022-08-03 11:28:06,761 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3801 end 1659518864.7103283
1659518886.761170 2022-08-03 11:28:06,761 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3801 0
1659518886.761245 2022-08-03 11:28:06,761 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3801 8664afe7-3bea-4139-9c52-6e742e29f8d5
1659518886.878586 2022-08-03 11:28:06,878 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "1152478f-b55a-4074-961f-987e335995...34", "exception": null}' [196 bytes]
1659518886.880137 2022-08-03 11:28:06,880 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3802 result_start
1659518886.880368 2022-08-03 11:28:06,880 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3802 result_retrieved
1659518886.880492 2022-08-03 11:28:06,880 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3802 start 1659518864.8239956
1659518886.880605 2022-08-03 11:28:06,880 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3802 end 1659518864.823996
1659518886.880709 2022-08-03 11:28:06,880 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3802 0
1659518886.880789 2022-08-03 11:28:06,880 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3802 1152478f-b55a-4074-961f-987e3359953c
1659518887.012552 2022-08-03 11:28:07,012 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "feddb892-a950-4225-9d1f-d451ac5b28...32", "exception": null}' [197 bytes]
1659518887.013557 2022-08-03 11:28:07,013 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3803 result_start
1659518887.013786 2022-08-03 11:28:07,013 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3803 result_retrieved
1659518887.013911 2022-08-03 11:28:07,013 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3803 start 1659518864.9443614
1659518887.014015 2022-08-03 11:28:07,014 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3803 end 1659518864.944362
1659518887.014111 2022-08-03 11:28:07,014 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3803 0
1659518887.014201 2022-08-03 11:28:07,014 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3803 feddb892-a950-4225-9d1f-d451ac5b2828
1659518887.119412 2022-08-03 11:28:07,119 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "e0894dcd-4df5-4ee2-a700-5587e47214...92", "exception": null}' [197 bytes]
1659518887.121256 2022-08-03 11:28:07,121 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3804 result_start
1659518887.121587 2022-08-03 11:28:07,121 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3804 result_retrieved
1659518887.121793 2022-08-03 11:28:07,121 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3804 start 1659518865.0400796
1659518887.121967 2022-08-03 11:28:07,121 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3804 end 1659518865.0400808
1659518887.122115 2022-08-03 11:28:07,122 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3804 0
1659518887.122263 2022-08-03 11:28:07,122 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3804 e0894dcd-4df5-4ee2-a700-5587e47214f6
1659518887.252331 2022-08-03 11:28:07,252 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "d732fcb5-07dd-4cf7-967d-8f95ecde70...34", "exception": null}' [197 bytes]
1659518887.253327 2022-08-03 11:28:07,253 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3805 result_start
1659518887.253547 2022-08-03 11:28:07,253 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3805 result_retrieved
1659518887.253625 2022-08-03 11:28:07,253 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3805 start 1659518865.144539
1659518887.253686 2022-08-03 11:28:07,253 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3805 end 1659518865.1445396
1659518887.253736 2022-08-03 11:28:07,253 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3805 0
1659518887.253783 2022-08-03 11:28:07,253 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3805 d732fcb5-07dd-4cf7-967d-8f95ecde7031
1659518887.358509 2022-08-03 11:28:07,358 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "689496bb-af8c-4490-bd40-200f94c944...32", "exception": null}' [197 bytes]
1659518887.360137 2022-08-03 11:28:07,360 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3806 result_start
1659518887.360311 2022-08-03 11:28:07,360 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3806 result_retrieved
1659518887.360391 2022-08-03 11:28:07,360 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3806 start 1659518865.259208
1659518887.360446 2022-08-03 11:28:07,360 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3806 end 1659518865.2592087
1659518887.360494 2022-08-03 11:28:07,360 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3806 0
1659518887.360544 2022-08-03 11:28:07,360 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3806 689496bb-af8c-4490-bd40-200f94c944fd
1659518887.478148 2022-08-03 11:28:07,478 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "7f0a12b0-54b8-4d0a-9f4b-2661b0a309...37", "exception": null}' [197 bytes]
1659518887.479683 2022-08-03 11:28:07,479 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3807 result_start
1659518887.479936 2022-08-03 11:28:07,479 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3807 result_retrieved
1659518887.480114 2022-08-03 11:28:07,480 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3807 start 1659518865.3643053
1659518887.480220 2022-08-03 11:28:07,480 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3807 end 1659518865.3643062
1659518887.480303 2022-08-03 11:28:07,480 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3807 0
1659518887.480377 2022-08-03 11:28:07,480 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3807 7f0a12b0-54b8-4d0a-9f4b-2661b0a309d7
1659518887.605345 2022-08-03 11:28:07,605 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "11bd7798-9a08-4794-ad7a-0b512885fc...49", "exception": null}' [197 bytes]
1659518887.606611 2022-08-03 11:28:07,606 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3808 result_start
1659518887.606747 2022-08-03 11:28:07,606 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3808 result_retrieved
1659518887.606844 2022-08-03 11:28:07,606 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3808 start 1659518865.4686167
1659518887.606894 2022-08-03 11:28:07,606 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3808 end 1659518865.4686172
1659518887.606938 2022-08-03 11:28:07,606 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3808 0
1659518887.606980 2022-08-03 11:28:07,606 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3808 11bd7798-9a08-4794-ad7a-0b512885fc07
1659518887.717834 2022-08-03 11:28:07,717 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "d2987e78-8961-4fea-ad8d-1fa3e3e22e...33", "exception": null}' [197 bytes]
1659518887.719609 2022-08-03 11:28:07,719 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3809 result_start
1659518887.719834 2022-08-03 11:28:07,719 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3809 result_retrieved
1659518887.719953 2022-08-03 11:28:07,719 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3809 start 1659518865.5833068
1659518887.720121 2022-08-03 11:28:07,720 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3809 end 1659518865.5833073
1659518887.720258 2022-08-03 11:28:07,720 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3809 0
1659518887.720345 2022-08-03 11:28:07,720 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3809 d2987e78-8961-4fea-ad8d-1fa3e3e22e53
1659518887.830327 2022-08-03 11:28:07,830 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "84356426-0368-4073-8f6b-99aa4e59b7...13", "exception": null}' [197 bytes]
1659518887.832144 2022-08-03 11:28:07,832 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3810 result_start
1659518887.832464 2022-08-03 11:28:07,832 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3810 result_retrieved
1659518887.832591 2022-08-03 11:28:07,832 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3810 start 1659518865.6886425
1659518887.832687 2022-08-03 11:28:07,832 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3810 end 1659518865.688643
1659518887.832769 2022-08-03 11:28:07,832 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3810 0
1659518887.832846 2022-08-03 11:28:07,832 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3810 84356426-0368-4073-8f6b-99aa4e59b738
1659518887.959232 2022-08-03 11:28:07,959 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "ca80c48e-abbb-4d32-aaf1-e36a4238c1...45", "exception": null}' [196 bytes]
